route_code,operator,direction,origin,terminus,seq,station,stops,cumulative_minutes
R131,Metro,down,St Helens Bridge,Morganstown,7,Beaulieu Park,True,8.0
R131,Metro,down,St Helens Bridge,Morganstown,8,Morganstown,True,10.0
R131,Metro,up,Morganstown,St Helens Bridge,1,Morganstown,True,0.0
R131,Metro,up,Morganstown,St Helens Bridge,2,Beaulieu Park,True,2.0
R131,Metro,up,Morganstown,St Helens Bridge,3,East Berrily,True,3.0
R131,Metro,up,Morganstown,St Helens Bridge,4,Berrily,True,5.0
R131,Metro,up,Morganstown,St Helens Bridge,5,Elsemere Junction,True,7.0
R131,Metro,up,Morganstown,St Helens Bridge,6,Elsemere Pond,True,8.0
R131,Metro,up,Morganstown,St Helens Bridge,7,New Harrow,True,9.0
R131,Metro,up,Morganstown,St Helens Bridge,8,St Helens Bridge,True,11.0
R132,Metro,down,Stepford Central,Barton,1,Stepford Central,True,0.0
R132,Metro,down,Stepford Central,Barton,2,Four Ways,True,1.0
R132,Metro,down,Stepford Central,Barton,3,Stepford East,True,3.0
R132,Metro,down,Stepford Central,Barton,4,Stepford High Street,True,4.0
R132,Metro,down,Stepford Central,Barton,5,St Helens Bridge,True,6.0
R132,Metro,down,Stepford Central,Barton,6,Angel Pass,True,8.0
R132,Metro,down,Stepford Central,Barton,7,Bodin,True,9.0
R132,Metro,down,Stepford Central,Barton,8,Coxly Newtown,True,11.0
R132,Metro,down,Stepford Central,Barton,9,Barton,True,12.0
R132,Metro,up,Barton,Stepford Central,1,Barton,True,0.0
R132,Metro,up,Barton,Stepford Central,2,Elsemere Junction,True,2.0
R132,Metro,up,Barton,Stepford Central,3,Elsemere Pond,True,3.0
R132,Metro,up,Barton,Stepford Central,4,New Harrow,True,4.0
R132,Metro,up,Barton,Stepford Central,5,St Helens Bridge,True,6.0
R132,Metro,up,Barton,Stepford Central,6,Stepford High Street,True,7.0
R132,Metro,up,Barton,Stepford Central,7,Stepford East,True,9.0
R132,Metro,up,Barton,Stepford Central,8,Four Ways,True,10.0
R132,Metro,up,Barton,Stepford Central,9,Stepford Central,True,12.0
R133,Metro,down,Willowfield,Barton,1,Willowfield,True,0.0
R133,Metro,down,Willowfield,Barton,2,Hemdon Park,True,2.0
R133,Metro,down,Willowfield,Barton,3,Beechley,True,5.0
R133,Metro,down,Willowfield,Barton,4,City Hospital,True,7.0
R133,Metro,down,Willowfield,Barton,5,Stepford Central,True,9.0
R133,Metro,down,Willowfield,Barton,6,Four Ways,True,10.0
R133,Metro,down,Willowfield,Barton,7,Stepford East,True,12.0
R133,Metro,down,Willowfield,Barton,8,Stepford High Street,True,13.0
R133,Metro,down,Willowfield,Barton,9,St Helens Bridge,True,15.0
R133,Metro,down,Willowfield,Barton,10,Angel Pass,True,17.0
R133,Metro,down,Willowfield,Barton,11,Bodin,True,18.0
R133,Metro,down,Willowfield,Barton,12,Coxly Newtown,True,20.0
R133,Metro,down,Willowfield,Barton,13,Barton,True,21.0
R133,Metro,up,Barton,Willowfield,1,Barton,True,0.0
R133,Metro,up,Barton,Willowfield,2,Elsemere Junction,True,2.0
R133,Metro,up,Barton,Willowfield,3,Elsemere Pond,True,3.0
R133,Metro,up,Barton,Willowfield,4,New Harrow,True,4.0
R133,Metro,up,Barton,Willowfield,5,St Helens Bridge,True,6.0
R133,Metro,up,Barton,Willowfield,6,Stepford High Street,True,7.0
R133,Metro,up,Barton,Willowfield,7,Stepford East,True,9.0
R133,Metro,up,Barton,Willowfield,8,Four Ways,True,10.0
R133,Metro,up,Barton,Willowfield,9,Stepford Central,True,12.0
R133,Metro,up,Barton,Willowfield,10,City Hospital,True,14.0
R133,Metro,up,Barton,Willowfield,11,Beechley,True,16.0
R133,Metro,up,Barton,Willowfield,12,Hemdon Park,True,19.0
R133,Metro,up,Barton,Willowfield,13,Willowfield,True,21.0
R134,Metro,down,St Helens Bridge,Barton,1,St Helens Bridge,True,0.0
R134,Metro,down,St Helens Bridge,Barton,2,Angel Pass,True,2.0
R134,Metro,down,St Helens Bridge,Barton,3,Bodin,True,3.0
R134,Metro,down,St Helens Bridge,Barton,4,Coxly Newtown,True,5.0
R134,Metro,down,St Helens Bridge,Barton,5,Barton,True,6.0
R134,Metro,up,Barton,St Helens Bridge,1,Barton,True,0.0
R134,Metro,up,Barton,St Helens Bridge,2,Elsemere Junction,True,2.0
R134,Metro,up,Barton,St Helens Bridge,3,Elsemere Pond,True,3.0
R134,Metro,up,Barton,St Helens Bridge,4,New Harrow,True,4.0
R134,Metro,up,Barton,St Helens Bridge,5,St Helens Bridge,True,6.0
R135,Metro,down,Beechley,Barton,1,Beechley,True,0.0
R135,Metro,down,Beechley,Barton,2,City Hospital,True,2.0
R135,Metro,down,Beechley,Barton,3,Stepford Central,True,4.0
R135,Metro,down,Beechley,Barton,4,Four Ways,True,5.0
R135,Metro,down,Beechley,Barton,5,Stepford East,True,7.0
R135,Metro,down,Beechley,Barton,6,Stepford High Street,True,8.0
R135,Metro,down,Beechley,Barton,7,St Helens Bridge,True,10.0
R135,Metro,down,Beechley,Barton,8,Elsemere Pond,True,13.0
R135,Metro,down,Beechley,Barton,9,Elsemere Junction,True,14.0
R135,Metro,down,Beechley,Barton,10,Coxly Newtown,True,15.0
R135,Metro,down,Beechley,Barton,11,Barton,True,16.0
R135,Metro,up,Barton,Beechley,1,Barton,True,0.0
R135,Metro,up,Barton,Beechley,2,Coxly Newtown,True,1.0
R135,Metro,up,Barton,Beechley,3,Bodin,True,3.0
R135,Metro,up,Barton,Beechley,4,Angel Pass,True,4.0
R135,Metro,up,Barton,Beechley,5,St Helens Bridge,True,6.0
R135,Metro,up,Barton,Beechley,6,Stepford High Street,True,7.0
R135,Metro,up,Barton,Beechley,7,Stepford East,True,9.0
R135,Metro,up,Barton,Beechley,8,Four Ways,True,10.0
R135,Metro,up,Barton,Beechley,9,Stepford Central,True,12.0
R135,Metro,up,Barton,Beechley,10,City Hospital,True,14.0
R135,Metro,up,Barton,Beechley,11,Beechley,True,16.0
R136,Metro,down,Stepford Victoria,Barton,1,Stepford Victoria,True,0.0
R136,Metro,down,Stepford Victoria,Barton,2,Financial Quarter,True,2.0
R136,Metro,down,Stepford Victoria,Barton,3,City Hospital,True,4.0
R136,Metro,down,Stepford Victoria,Barton,4,Stepford Central,True,6.0
R136,Metro,down,Stepford Victoria,Barton,5,Four Ways,True,7.0
R136,Metro,down,Stepford Victoria,Barton,6,Stepford East,True,9.0
R136,Metro,down,Stepford Victoria,Barton,7,Stepford High Street,True,10.0
R136,Metro,down,Stepford Victoria,Barton,8,St Helens Bridge,True,12.0
R136,Metro,down,Stepford Victoria,Barton,9,Barton,True,18.0
R136,Metro,up,Barton,Stepford Victoria,1,Barton,True,0.0
R136,Metro,up,Barton,Stepford Victoria,2,Coxly Newtown,True,1.0
R136,Metro,up,Barton,Stepford Victoria,3,Bodin,True,3.0
R136,Metro,up,Barton,Stepford Victoria,4,Angel Pass,True,4.0
R136,Metro,up,Barton,Stepford Victoria,5,St Helens Bridge,True,6.0
R136,Metro,up,Barton,Stepford Victoria,6,Stepford High Street,True,7.0
R136,Metro,up,Barton,Stepford Victoria,7,Stepford East,True,9.0
R136,Metro,up,Barton,Stepford Victoria,8,Four Ways,True,10.0
R136,Metro,up,Barton,Stepford Victoria,9,Stepford Central,True,12.0
R136,Metro,up,Barton,Stepford Victoria,10,City Hospital,True,14.0
R136,Metro,up,Barton,Stepford Victoria,11,Financial Quarter,True,16.0
R136,Metro,up,Barton,Stepford Victoria,12,Stepford Victoria,True,19.0
R137,Metro,down,Stepford Central,Morganstown,1,Stepford Central,True,0.0
R137,Metro,down,Stepford Central,Morganstown,2,Stepford East,True,3.0
R137,Metro,down,Stepford Central,Morganstown,3,Stepford High Street,True,5.0
R137,Metro,down,Stepford Central,Morganstown,4,St Helens Bridge,True,7.0
R137,Metro,down,Stepford Central,Morganstown,5,Berrily,True,12.0
R137,Metro,down,Stepford Central,Morganstown,6,East Berrily,True,15.0
R137,Metro,down,Stepford Central,Morganstown,7,Beaulieu Park,True,17.0
R137,Metro,down,Stepford Central,Morganstown,8,Morganstown,True,25.0
R137,Metro,up,Morganstown,Stepford Central,1,Morganstown,True,0.0
R137,Metro,up,Morganstown,Stepford Central,2,Beaulieu Park,True,8.0
R137,Metro,up,Morganstown,Stepford Central,3,East Berrily,True,10.0
R137,Metro,up,Morganstown,Stepford Central,4,Berrily,True,13.0
R137,Metro,up,Morganstown,Stepford Central,5,St Helens Bridge,True,18.0
R137,Metro,up,Morganstown,Stepford Central,6,Stepford High Street,True,20.0
R137,Metro,up,Morganstown,Stepford Central,7,Stepford East,True,22.0
R137,Metro,up,Morganstown,Stepford Central,8,Stepford Central,True,25.0
R001,Stepford Connect,down,Stepford Central,Stepford Airport Central,1,Stepford Central,True,0.0
R001,Stepford Connect,down,Stepford Central,Stepford Airport Central,2,Stepford East,True,2.0
R001,Stepford Connect,down,Stepford Central,Stepford Airport Central,3,St Helens Bridge,True,4.0
R001,Stepford Connect,down,Stepford Central,Stepford Airport Central,4,Angel Pass,True,6.0
R001,Stepford Connect,down,Stepford Central,Stepford Airport Central,5,Bodin,True,7.0
R001,Stepford Connect,down,Stepford Central,Stepford Airport Central,6,Coxly,True,9.0
R001,Stepford Connect,down,Stepford Central,Stepford Airport Central,7,Benton,True,11.0
R001,Stepford Connect,down,Stepford Central,Stepford Airport Central,8,Benton Bridge,True,14.0
R001,Stepford Connect,down,Stepford Central,Stepford Airport Central,9,Stepford Airport Parkway,True,16.0
R001,Stepford Connect,down,Stepford Central,Stepford Airport Central,10,Stepford Airport Central,True,18.0
R001,Stepford Connect,up,Stepford Airport Central,Stepford Central,1,Stepford Airport Central,True,0.0
R001,Stepford Connect,up,Stepford Airport Central,Stepford Central,2,Stepford Airport Parkway,True,3.0
R001,Stepford Connect,up,Stepford Airport Central,Stepford Central,3,Benton Bridge,True,4.0
R001,Stepford Connect,up,Stepford Airport Central,Stepford Central,4,Benton,True,6.0
R001,Stepford Connect,up,Stepford Airport Central,Stepford Central,5,Coxly,True,8.0
R001,Stepford Connect,up,Stepford Airport Central,Stepford Central,6,Bodin,True,10.0
R001,Stepford Connect,up,Stepford Airport Central,Stepford Central,7,Angel Pass,True,11.0
R001,Stepford Connect,up,Stepford Airport Central,Stepford Central,8,St Helens Bridge,True,13.0
R001,Stepford Connect,up,Stepford Airport Central,Stepford Central,9,Stepford East,True,15.0
R001,Stepford Connect,up,Stepford Airport Central,Stepford Central,10,Stepford Central,True,17.0
R003,Stepford Connect,down,Stepford Central,Leighton City,1,Stepford Central,True,0.0
R003,Stepford Connect,down,Stepford Central,Leighton City,2,Stepford East,True,2.0
R003,Stepford Connect,down,Stepford Central,Leighton City,3,St Helens Bridge,True,4.0
R003,Stepford Connect,down,Stepford Central,Leighton City,4,Angel Pass,True,6.0
R003,Stepford Connect,down,Stepford Central,Leighton City,5,Bodin,True,7.0
R003,Stepford Connect,down,Stepford Central,Leighton City,6,Coxly,True,9.0
R003,Stepford Connect,down,Stepford Central,Leighton City,7,Benton,True,11.0
R003,Stepford Connect,down,Stepford Central,Leighton City,8,Benton Bridge,True,13.0
R003,Stepford Connect,down,Stepford Central,Leighton City,9,Hampton Hargate,True,15.0
R003,Stepford Connect,down,Stepford Central,Leighton City,10,Upper Staploe,True,17.0
R003,Stepford Connect,down,Stepford Central,Leighton City,11,Water Newton,True,19.0
R003,Stepford Connect,down,Stepford Central,Leighton City,12,Rocket Parade,True,20.0
R003,Stepford Connect,down,Stepford Central,Leighton City,13,Leighton Stepford Road,True,21.0
R003,Stepford Connect,down,Stepford Central,Leighton City,14,Leighton City,True,23.0
R003,Stepford Connect,up,Leighton City,Stepford Central,1,Leighton City,True,0.0
R003,Stepford Connect,up,Leighton City,Stepford Central,2,Leighton Stepford Road,True,2.0
R003,Stepford Connect,up,Leighton City,Stepford Central,3,Rocket Parade,True,4.0
R003,Stepford Connect,up,Leighton City,Stepford Central,4,Water Newton,True,6.0
R003,Stepford Connect,up,Leighton City,Stepford Central,5,Upper Staploe,True,8.0
R003,Stepford Connect,up,Leighton City,Stepford Central,6,Hampton Hargate,True,10.0
R003,Stepford Connect,up,Leighton City,Stepford Central,7,Benton Bridge,True,11.0
R003,Stepford Connect,up,Leighton City,Stepford Central,8,Benton,True,13.0
R003,Stepford Connect,up,Leighton City,Stepford Central,9,Coxly,True,15.0
R003,Stepford Connect,up,Leighton City,Stepford Central,10,Bodin,True,17.0
R003,Stepford Connect,up,Leighton City,Stepford Central,11,Angel Pass,True,18.0
R003,Stepford Connect,up,Leighton City,Stepford Central,12,St Helens Bridge,True,20.0
R003,Stepford Connect,up,Leighton City,Stepford Central,13,Stepford East,True,22.0
R003,Stepford Connect,up,Leighton City,Stepford Central,14,Stepford Central,True,24.0
R004,Stepford Connect,down,St Helens Bridge,Edgemead,1,St Helens Bridge,True,0.0
R004,Stepford Connect,down,St Helens Bridge,Edgemead,2,Angel Pass,False,
R004,Stepford Connect,down,St Helens Bridge,Edgemead,3,Bodin,True,2.0
R004,Stepford Connect,down,St Helens Bridge,Edgemead,4,Coxly,True,4.0
R004,Stepford Connect,down,St Helens Bridge,Edgemead,5,Benton,True,5.0
R004,Stepford Connect,down,St Helens Bridge,Edgemead,6,Benton Bridge,True,7.0
R004,Stepford Connect,down,St Helens Bridge,Edgemead,7,Hampton Hargate,True,8.0
R004,Stepford Connect,down,St Helens Bridge,Edgemead,8,Water Newton,True,10.0
R004,Stepford Connect,down,St Helens Bridge,Edgemead,9,Rocket Parade,False,
R004,Stepford Connect,down,St Helens Bridge,Edgemead,10,Leighton Stepford Road,True,12.0
R004,Stepford Connect,down,St Helens Bridge,Edgemead,11,Leighton City,True,14.0
R004,Stepford Connect,down,St Helens Bridge,Edgemead,12,Edgemead,True,16.0
R004,Stepford Connect,up,Edgemead,St Helens Bridge,1,Edgemead,True,0.0
R004,Stepford Connect,up,Edgemead,St Helens Bridge,2,Leighton City,True,2.0
R004,Stepford Connect,up,Edgemead,St Helens Bridge,3,Leighton Stepford Road,True,4.0
R004,Stepford Connect,up,Edgemead,St Helens Bridge,4,Water Newton,True,6.0
R004,Stepford Connect,up,Edgemead,St Helens Bridge,5,Rocket Parade,False,
R004,Stepford Connect,up,Edgemead,St Helens Bridge,6,Hampton Hargate,True,8.0
R004,Stepford Connect,up,Edgemead,St Helens Bridge,7,Benton Bridge,True,10.0
R004,Stepford Connect,up,Edgemead,St Helens Bridge,8,Benton,True,12.0
R004,Stepford Connect,up,Edgemead,St Helens Bridge,9,Coxly,True,14.0
R004,Stepford Connect,up,Edgemead,St Helens Bridge,10,Bodin,True,16.0
R004,Stepford Connect,up,Edgemead,St Helens Bridge,11,Angel Pass,False,
R004,Stepford Connect,up,Edgemead,St Helens Bridge,12,St Helens Bridge,True,18.0
R005,Stepford Connect,down,Stepford Victoria,Stepford Airport Central,1,Stepford Victoria,True,0.0
R005,Stepford Connect,down,Stepford Victoria,Stepford Airport Central,2,Financial Quarter,True,3.0
R005,Stepford Connect,down,Stepford Victoria,Stepford Airport Central,3,City Hospital,False,
R005,Stepford Connect,down,Stepford Victoria,Stepford Airport Central,4,Stepford Central,True,5.0
R005,Stepford Connect,down,Stepford Victoria,Stepford Airport Central,5,Stepford East,True,7.0
R005,Stepford Connect,down,Stepford Victoria,Stepford Airport Central,6,St Helens Bridge,True,9.0
R005,Stepford Connect,down,Stepford Victoria,Stepford Airport Central,7,Bodin,True,12.0
R005,Stepford Connect,down,Stepford Victoria,Stepford Airport Central,8,Coxly,True,14.0
R005,Stepford Connect,down,Stepford Victoria,Stepford Airport Central,9,Benton,True,16.0
R005,Stepford Connect,down,Stepford Victoria,Stepford Airport Central,10,Benton Bridge,True,18.0
R005,Stepford Connect,down,Stepford Victoria,Stepford Airport Central,11,Stepford Airport Parkway,True,20.0
R005,Stepford Connect,down,Stepford Victoria,Stepford Airport Central,12,Stepford Airport Central,True,22.0
R005,Stepford Connect,up,Stepford Airport Central,Stepford Victoria,1,Stepford Airport Central,True,0.0
R005,Stepford Connect,up,Stepford Airport Central,Stepford Victoria,2,Stepford Airport Parkway,True,3.0
R005,Stepford Connect,up,Stepford Airport Central,Stepford Victoria,3,Benton Bridge,True,4.0
R005,Stepford Connect,up,Stepford Airport Central,Stepford Victoria,4,Benton,True,6.0
R005,Stepford Connect,up,Stepford Airport Central,Stepford Victoria,5,Coxly,True,8.0
R005,Stepford Connect,up,Stepford Airport Central,Stepford Victoria,6,Bodin,True,10.0
R005,Stepford Connect,up,Stepford Airport Central,Stepford Victoria,7,St Helens Bridge,True,13.0
R005,Stepford Connect,up,Stepford Airport Central,Stepford Victoria,8,Stepford East,True,15.0
R005,Stepford Connect,up,Stepford Airport Central,Stepford Victoria,9,Stepford Central,True,17.0
R005,Stepford Connect,up,Stepford Airport Central,Stepford Victoria,10,City Hospital,False,
R005,Stepford Connect,up,Stepford Airport Central,Stepford Victoria,11,Financial Quarter,True,20.0
R005,Stepford Connect,up,Stepford Airport Central,Stepford Victoria,12,Stepford Victoria,True,21.0
R007,Stepford Connect,down,Stepford Central,Morganstown,1,Stepford Central,True,0.0
R007,Stepford Connect,down,Stepford Central,Morganstown,2,Stepford East,True,2.0
R007,Stepford Connect,down,Stepford Central,Morganstown,3,St Helens Bridge,True,4.0
R007,Stepford Connect,down,Stepford Central,Morganstown,4,Elsemere Junction,True,7.0
R007,Stepford Connect,down,Stepford Central,Morganstown,5,Berrily,True,9.0
R007,Stepford Connect,down,Stepford Central,Morganstown,6,Morganstown,True,12.0
R007,Stepford Connect,up,Morganstown,Stepford Central,1,Morganstown,True,0.0
R007,Stepford Connect,up,Morganstown,Stepford Central,2,Berrily,True,-3.0
R007,Stepford Connect,up,Morganstown,Stepford Central,3,Elsemere Junction,True,-5.0
R007,Stepford Connect,up,Morganstown,Stepford Central,4,St Helens Bridge,True,-7.0
R007,Stepford Connect,up,Morganstown,Stepford Central,5,Stepford East,True,-9.0
R007,Stepford Connect,up,Morganstown,Stepford Central,6,Stepford Central,True,-11.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,1,Stepford Victoria,True,0.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,2,Stepford Central,True,3.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,3,Stepford East,True,5.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,4,St Helens Bridge,True,7.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,5,Bodin,True,9.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,6,Coxly,True,11.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,7,Benton,True,12.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,8,Benton Bridge,True,14.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,9,Hampton Hargate,True,16.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,10,Water Newton,True,18.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,11,Rocket Parade,True,20.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,12,Leighton Stepford Road,True,22.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,13,Leighton City,True,24.0
R009,Stepford Connect,down,Stepford Victoria,Edgemead,14,Edgemead,True,26.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,1,Edgemead,True,0.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,2,Leighton City,True,2.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,3,Leighton Stepford Road,True,4.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,4,Rocket Parade,True,6.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,5,Water Newton,True,8.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,6,Hampton Hargate,True,10.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,7,Benton Bridge,True,13.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,8,Benton,True,16.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,9,Coxly,True,18.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,10,Bodin,True,20.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,11,St Helens Bridge,True,22.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,12,Stepford East,True,23.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,13,Stepford Central,True,25.0
R009,Stepford Connect,up,Edgemead,Stepford Victoria,14,Stepford Victoria,True,27.0
R020,Stepford Connect,down,Stepford Central,Whitefield,1,Stepford Central,True,0.0
R020,Stepford Connect,down,Stepford Central,Whitefield,2,Stepford East,True,2.0
R020,Stepford Connect,down,Stepford Central,Whitefield,3,Stepford United Football Club,True,5.0
R020,Stepford Connect,down,Stepford Central,Whitefield,4,Woodhead Lane,True,6.0
R020,Stepford Connect,down,Stepford Central,Whitefield,5,Houghton Rake,True,7.0
R020,Stepford Connect,down,Stepford Central,Whitefield,6,Whitefield,True,9.0
R020,Stepford Connect,up,Whitefield,Stepford Central,1,Whitefield,True,0.0
R020,Stepford Connect,up,Whitefield,Stepford Central,2,Houghton Rake,True,2.0
R020,Stepford Connect,up,Whitefield,Stepford Central,3,Woodhead Lane,True,3.0
R020,Stepford Connect,up,Whitefield,Stepford Central,4,Stepford United Football Club,True,4.0
R020,Stepford Connect,up,Whitefield,Stepford Central,5,Stepford East,True,7.0
R020,Stepford Connect,up,Whitefield,Stepford Central,6,Stepford Central,True,9.0
R022,Stepford Connect,down,Beechley,Whitefield,1,Beechley,True,0.0
R022,Stepford Connect,down,Beechley,Whitefield,2,Stepford Central,True,1.0
R022,Stepford Connect,down,Beechley,Whitefield,3,Stepford East,True,3.0
R022,Stepford Connect,down,Beechley,Whitefield,4,Stepford United Football Club,True,5.0
R022,Stepford Connect,down,Beechley,Whitefield,5,Woodhead Lane,True,6.0
R022,Stepford Connect,down,Beechley,Whitefield,6,Whitefield,True,8.0
R022,Stepford Connect,up,Whitefield,Beechley,1,Whitefield,True,0.0
R022,Stepford Connect,up,Whitefield,Beechley,2,Woodhead Lane,True,2.0
R022,Stepford Connect,up,Whitefield,Beechley,3,Stepford United Football Club,True,3.0
R022,Stepford Connect,up,Whitefield,Beechley,4,Stepford East,True,5.0
R022,Stepford Connect,up,Whitefield,Beechley,5,Stepford Central,True,7.0
R022,Stepford Connect,up,Whitefield,Beechley,6,Beechley,True,8.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,1,Stepford Central,True,0.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,2,Stepford East,True,2.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,3,St Helens Bridge,True,4.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,4,Bodin,True,6.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,5,Coxly,True,8.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,6,Benton,True,10.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,7,Benton Bridge,True,12.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,8,Hampton Hargate,True,14.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,9,Water Newton,True,16.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,10,Rocket Parade,True,19.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,11,Leighton Stepford Road,True,22.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,12,Leighton City,True,24.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,13,Edgemead,True,26.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,14,Faymere,True,28.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,15,Westercoast,True,31.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,16,Millcastle,True,33.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,17,Westwyvern,True,36.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,18,Starryloch,True,38.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,19,Northshore,True,40.0
R024,Stepford Connect,down,Stepford Central,Llyn-by-the-Sea,20,Llyn-by-the-Sea,True,44.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,1,Llyn-by-the-Sea,True,0.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,2,Northshore,True,-41.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,3,Starryloch,True,-39.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,4,Westwyvern,True,-37.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,5,Millcastle,True,-35.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,6,Westercoast,True,-32.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,7,Faymere,True,-30.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,8,Edgemead,True,-27.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,9,Leighton City,True,-25.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,10,Leighton Stepford Road,True,-23.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,11,Rocket Parade,True,-20.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,12,Water Newton,True,-17.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,13,Hampton Hargate,True,-15.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,14,Benton Bridge,True,-13.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,15,Benton,True,-11.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,16,Coxly,True,-9.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,17,Bodin,True,-7.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,18,St Helens Bridge,True,-4.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,19,Stepford East,True,-2.0
R024,Stepford Connect,up,Llyn-by-the-Sea,Stepford Central,20,Stepford Central,True,0.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,1,St Helens Bridge,True,0.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,2,Bodin,True,2.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,3,Coxly,True,4.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,4,Benton,True,6.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,5,Benton Bridge,True,9.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,6,Hampton Hargate,True,11.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,7,Upper Staploe,True,13.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,8,Water Newton,True,15.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,9,Rocket Parade,True,17.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,10,Leighton Stepford Road,True,18.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,11,Leighton City,True,20.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,12,Edgemead,True,22.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,13,Faymere,True,24.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,14,Westercoast,True,27.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,15,Millcastle Racecourse,True,29.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,16,Millcastle,True,30.0
R025,Stepford Connect,down,St Helens Bridge,Westwyvern,17,Westwyvern,True,34.0
